23761245,23761323
23765034,23765035
23682127,23737036
23725400,23725612
23696820,23699067
23714296,23728818
23759075,23759912
23716601,23721147
23719130,23728170
23716872,23718055
23718030,23720956
23734876,23734877
23714299,23720899
23696085,23696249
23730389,23730390
23720149,23737961
23716744,23720958
23713416,23718170
23739455,23755409
23759915,23759927
23768492,23768544
23739777,23746563
23721385,23728798
23716655,23725482
23753062,23753385
23761206,23761227
23720955,23728841
23720956,23721175
23725917,23728680
23716769,23728842
23689661,23692275
23725454,23725806
23716799,23717914
23761057,23761355
23716801,23717939
23701365,23703349
23713527,23725275
23714052,23720643
23761131,23761368
23716425,23716710
23716742,23728750
23695459,23702099
23719465,23728137
23716424,23717890
23701685,23703349
23720869,23725559
23695137,23698495
23717983,23719193
23713444,23725273
23713500,23713672
23719405,23719426
23719769,23720985
23716795,23721063
23761491,23766821
23725427,23725838
23719508,23725753
23759178,23759930
23695124,23696859
23734836,23734868
23725430,23728844
23734825,23734879
23717891,23725374
23756459,23757683
23734828,23734869
23716683,23728911
23725838,23728795
23713579,23728796
23761048,23766813
23692148,23692166
23717893,23728729
23718053,23725753
23763509,23764037
23713888,23725920
23695510,23696859
23718270,23725891
23718173,23725430
23716518,23720646
23715004,23774518
23725485,23728936
23716712,23718196
23686687,23686858
23719172,23728138
23721066,23721123
23759355,23759435
23694961,23695111
23719531,23728867
23761095,23761404
23716427,23720899
23716452,23717890
23758869,23759529
23718431,23725779
23721177,23725841
23718194,23718316
23716795,23725427
23720947,23725830
23696859,23701365
23718150,23728798
23761386,23761509
23761128,23761242
23713670,23728704
23759769,23759984
23716744,23728821
23761993,23766572
23739426,23747778
23718150,23725376
23718295,23728775
23718431,23720955
23758738,23760098
23761254,23761302
23678074,23678076
23716744,23718272
23744809,23757932
23761398,23763774
23716400,23719153
23713497,23728726
23721033,23721171
23759109,23759358
23716398,23725246
23716801,23717962
23761075,23761443
23757536,23758137
23718411,23720754
23720805,23725427
23725305,23728844
23716371,23719767
23721382,23725779
23713944,23728772
23761278,23761392
23719508,23725483
23758868,23759448
23753278,23757394
23713443,23728818
23695523,23702099
23713947,23725588
23721096,23728844
23716398,23725374
23758771,23759863
23713807,23718104
23720983,23728186
23761048,23761151
23714299,23728936
23686410,23687938
23716801,23720727
23716771,23721354
23720727,23725868
23753628,23755484
23714008,23728170
23761425,23761437
23739721,23753155
23721009,23721174
23696820,23704848
23761377,23766813
23725347,23725726
23720671,23725672
23759828,23771426
23688515,23767265
23719426,23719531
23762567,23762687
23766027,23766046
23761350,23761975
23758736,23759362
23761203,23761392
23694961,23701365
23713579,23713918
23719361,23725780
23713972,23728218
23688515,23744834
23756281,23758386
23716950,23718269
23750919,23750923
23696085,23700709
23719151,23720617
23757231,23757233
23713724,23720617
23719466,23725586
23719486,23728217
23713696,23716795
23721064,23728865
23713998,23718246
23713470,23725752
23761404,23761945
23718170,23725272
23763509,23768319
23713524,23721174
23694815,23695982
23761338,23761350
23716656,23719742
23719510,23720565
23737939,23738727
23738569,23744853
23761383,23761975
23739062,23758280
23713886,23728202
23765024,23768233
23695982,23699841
23716769,23718247
23721148,23725401
23721037,23725839
23748976,23757741
23713971,23725400
23719277,23725374
23759277,23759331
23719426,23719769
23714026,23716569
23718007,23728704
23718196,23728683
23720983,23728138
23759329,23761916
23713579,23719361
23719744,23728890
